"Dist Code","Year","State Code","State Name","Dist Name","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)"
"48","2015","1","Andhra Pradesh","Krishna","1.87","6.33","3385.03"
"48","2016","1","Andhra Pradesh","Krishna","1.61","6.12","3801.86"
"48","2017","1","Andhra Pradesh","Krishna","1.85","5.65","3049.08"
"49","2008","1","Andhra Pradesh","Guntur","9.64","21.4","2219.87"
"49","2009","1","Andhra Pradesh","Guntur","7.33","19.72","2691.13"
"49","2010","1","Andhra Pradesh","Guntur","8.53","20.37","2388.27"
"49","2011","1","Andhra Pradesh","Guntur","7.98","19.99","2505.49"
"49","2012","1","Andhra Pradesh","Guntur","10.84","22.84","2106.47"
"49","2013","1","Andhra Pradesh","Guntur","8.36","26.4","3159.32"
"49","2014","1","Andhra Pradesh","Guntur","6.93","27.16","3920.74"
"49","2015","1","Andhra Pradesh","Guntur","5.84","18.52","3169.46"
"49","2016","1","Andhra Pradesh","Guntur","6.59","20.26","3075.32"
"49","2017","1","Andhra Pradesh","Guntur","5.88","21.29","3622.08"
"50","2008","1","Andhra Pradesh","S.P.S. Nellore","16.29","43.53","2672.95"
"50","2009","1","Andhra Pradesh","S.P.S. Nellore","12.46","35.56","2854.02"
"50","2010","1","Andhra Pradesh","S.P.S. Nellore","13.4","29.37","2191.53"
"50","2011","1","Andhra Pradesh","S.P.S. Nellore","13.79","35.52","2576.63"
"50","2012","1","Andhra Pradesh","S.P.S. Nellore","17.41","49.66","2851.93"
"50","2013","1","Andhra Pradesh","S.P.S. Nellore","17.68","52.07","2945.9"
"50","2014","1","Andhra Pradesh","S.P.S. Nellore","10.34","32.24","3118.16"
"50","2015","1","Andhra Pradesh","S.P.S. Nellore","13.04","42.48","3257.72"
"50","2016","1","Andhra Pradesh","S.P.S. Nellore","17.91","51.16","2857.1"
"50","2017","1","Andhra Pradesh","S.P.S. Nellore","13.69","46.4","3388.92"
"51","2008","1","Andhra Pradesh","Kurnool","247.67","179.21","723.59"
"51","2009","1","Andhra Pradesh","Kurnool","192.57","127.09","659.96"
"51","2010","1","Andhra Pradesh","Kurnool","180.21","153.28","850.59"
"51","2011","1","Andhra Pradesh","Kurnool","102.32","49.26","481.38"
"51","2012","1","Andhra Pradesh","Kurnool","142.52","136.06","954.64"
"51","2013","1","Andhra Pradesh","Kurnool","168.87","173.52","1027.54"
"51","2014","1","Andhra Pradesh","Kurnool","108.69","101.32","932.2"
"51","2015","1","Andhra Pradesh","Kurnool","87.96","97.49","1108.39"
"51","2016","1","Andhra Pradesh","Kurnool","131.95","138.16","1047.1"
"51","2017","1","Andhra Pradesh","Kurnool","100.79","153.79","1525.75"
"52","2008","1","Andhra Pradesh","Ananthapur","870.46","100.01","114.89"
"52","2009","1","Andhra Pradesh","Ananthapur","530.38","141.98","267.69"
"52","2010","1","Andhra Pradesh","Ananthapur","834.07","481.0","576.69"
"52","2011","1","Andhra Pradesh","Ananthapur","753.84","207.38","275.1"
"52","2012","1","Andhra Pradesh","Ananthapur","729.7","329.95","452.17"
"52","2013","1","Andhra Pradesh","Ananthapur","728.45","312.93","429.58"
"52","2014","1","Andhra Pradesh","Ananthapur","565.75","173.39","306.48"
"52","2015","1","Andhra Pradesh","Ananthapur","468.18","352.1","752.06"
"52","2016","1","Andhra Pradesh","Ananthapur","623.73","164.51","263.75"
"52","2017","1","Andhra Pradesh","Ananthapur","423.12","454.94","1075.19"
"53","2008","1","Andhra Pradesh","Kadapa YSR","141.01","64.37","456.49"
"53","2009","1","Andhra Pradesh","Kadapa YSR","130.12","95.68","735.32"
"53","2010","1","Andhra Pradesh","Kadapa YSR","160.6","138.88","864.76"
"53","2011","1","Andhra Pradesh","Kadapa YSR","57.06","60.52","1060.64"
"53","2012","1","Andhra Pradesh","Kadapa YSR","64.57","43.09","667.34"
"53","2013","1","Andhra Pradesh","Kadapa YSR","59.51","80.68","1355.74"
"53","2014","1","Andhra Pradesh","Kadapa YSR","27.34","22.4","819.31"
"53","2015","1","Andhra Pradesh","Kadapa YSR","50.66","83.64","1651.01"
"53","2016","1","Andhra Pradesh","Kadapa YSR","65.41","65.55","1002.06"
"53","2017","1","Andhra Pradesh","Kadapa YSR","44.37","71.66","1614.99"
"54","2008","1","Andhra Pradesh","Chittoor","188.9","130.62","691.48"
"54","2009","1","Andhra Pradesh","Chittoor","139.43","130.86","938.54"
"54","2010","1","Andhra Pradesh","Chittoor","161.96","191.07","1179.74"
"54","2011","1","Andhra Pradesh","Chittoor","146.16","128.44","878.76"
"54","2012","1","Andhra Pradesh","Chittoor","150.23","126.66","843.11"
"54","2013","1","Andhra Pradesh","Chittoor","155.08","175.32","1130.51"
"54","2014","1","Andhra Pradesh","Chittoor","131.41","95.81","729.09"
"54","2015","1","Andhra Pradesh","Chittoor","126.57","164.09","1296.44"
"54","2016","1","Andhra Pradesh","Chittoor","147.5","119.97","813.35"
"54","2017","1","Andhra Pradesh","Chittoor","129.53","263.38","2033.29"
"55","2008","20","Telangana","Hyderabad","7.09","14.16","1997.18"
"55","2009","20","Telangana","Hyderabad","7.39","11.14","1507.44"
"55","2010","20","Telangana","Hyderabad","8.34","10.02","1201.44"
"55","2011","20","Telangana","Hyderabad","9.15","17.47","1909.29"
"55","2012","20","Telangana","Hyderabad","9.0","15.14","1682.22"
"55","2013","20","Telangana","Hyderabad","10.78","17.5","1623.38"
"55","2014","20","Telangana","Hyderabad","6.18","9.86","1595.47"
"55","2015","20","Telangana","Hyderabad","3.34","4.01","1200.6"
"55","2016","20","Telangana","Hyderabad","5.32","9.66","1815.81"
"55","2017","20","Telangana","Hyderabad","5.46","12.48","2283.73"
"56","2008","20","Telangana","Nizamabad","2.88","6.39","2218.75"
"56","2009","20","Telangana","Nizamabad","2.55","3.7","1450.98"
"56","2010","20","Telangana","Nizamabad","1.47","3.08","2095.24"
"56","2011","20","Telangana","Nizamabad","1.34","2.24","1671.64"
"56","2012","20","Telangana","Nizamabad","1.33","3.37","2533.83"
"56","2013","20","Telangana","Nizamabad","1.2","2.48","2066.67"
"56","2014","20","Telangana","Nizamabad","0.88","2.51","2852.27"
"56","2015","20","Telangana","Nizamabad","0.55","1.47","2672.73"
"56","2016","20","Telangana","Nizamabad","0.63","1.28","2054.4"
"56","2017","20","Telangana","Nizamabad","0.38","0.84","2229.55"
"57","2008","20","Telangana","Medak","1.82","3.56","1956.04"
"57","2009","20","Telangana","Medak","2.19","3.79","1730.59"
"57","2010","20","Telangana","Medak","1.33","2.05","1541.35"
"57","2011","20","Telangana","Medak","1.18","0.98","830.51"
"57","2012","20","Telangana","Medak","1.52","1.64","1078.95"
"57","2013","20","Telangana","Medak","1.46","1.84","1260.27"
"57","2014","20","Telangana","Medak","0.81","0.95","1172.84"
"57","2015","20","Telangana","Medak","0.58","0.51","879.31"
"57","2016","20","Telangana","Medak","1.58","3.26","2064.12"
"57","2017","20","Telangana","Medak","1.12","2.08","1856.4"
"58","2008","20","Telangana","Mahabubnagar","99.47","162.91","1637.78"
"58","2009","20","Telangana","Mahabubnagar","118.47","218.56","1844.86"
"58","2010","20","Telangana","Mahabubnagar","113.39","228.59","2015.96"
"58","2011","20","Telangana","Mahabubnagar","105.78","154.62","1461.71"
"58","2012","20","Telangana","Mahabubnagar","105.04","192.77","1835.21"
"58","2013","20","Telangana","Mahabubnagar","126.13","220.83","1750.81"
"58","2014","20","Telangana","Mahabubnagar","97.4","197.97","2032.55"
"58","2015","20","Telangana","Mahabubnagar","79.06","126.12","1595.24"
"58","2016","20","Telangana","Mahabubnagar","107.7","232.23","2156.26"
"58","2017","20","Telangana","Mahabubnagar","119.95","273.25","2278.09"
"59","2008","20","Telangana","Nalgonda","25.34","25.69","1013.81"
"59","2009","20","Telangana","Nalgonda","25.4","33.85","1332.68"
"59","2010","20","Telangana","Nalgonda","22.63","24.31","1074.24"
"59","2011","20","Telangana","Nalgonda","17.82","18.82","1056.12"
"59","2012","20","Telangana","Nalgonda","22.41","33.98","1516.29"
"59","2013","20","Telangana","Nalgonda","21.46","28.89","1346.23"
"59","2014","20","Telangana","Nalgonda","14.37","17.94","1248.43"
"59","2015","20","Telangana","Nalgonda","11.77","12.2","1036.53"
"59","2016","20","Telangana","Nalgonda","17.84","25.83","1448.56"
"59","2017","20","Telangana","Nalgonda","12.79","24.7","1931.66"
"60","2008","20","Telangana","Warangal","34.48","54.34","1575.99"
"60","2009","20","Telangana","Warangal","34.63","53.11","1533.64"
"60","2010","20","Telangana","Warangal","29.67","51.74","1743.85"
"60","2011","20","Telangana","Warangal","21.81","44.12","2022.93"
"60","2012","20","Telangana","Warangal","30.41","60.51","1989.81"
"60","2013","20","Telangana","Warangal","29.94","53.47","1785.91"
"60","2014","20","Telangana","Warangal","22.83","41.52","1818.66"
"60","2015","20","Telangana","Warangal","19.67","34.9","1774.28"
"60","2016","20","Telangana","Warangal","20.85","44.33","2126.24"
"60","2017","20","Telangana","Warangal","17.92","40.96","2285.58"
"61","2008","20","Telangana","Khammam","6.8","10.88","1600.0"
"61","2009","20","Telangana","Khammam","6.58","9.23","1402.74"
"61","2010","20","Telangana","Khammam","6.4","12.05","1882.81"
"61","2011","20","Telangana","Khammam","5.35","9.42","1760.75"
"61","2012","20","Telangana","Khammam","6.51","10.45","1605.22"
"61","2013","20","Telangana","Khammam","6.37","10.58","1660.91"
"61","2014","20","Telangana","Khammam","4.38","8.21","1874.43"
"61","2015","20","Telangana","Khammam","5.43","14.68","2703.5"
"61","2016","20","Telangana","Khammam","6.45","11.02","1707.24"
"61","2017","20","Telangana","Khammam","4.76","9.75","2046.68"
"62","2008","20","Telangana","Karimnagar","16.78","30.24","1802.15"
"62","2009","20","Telangana","Karimnagar","13.97","21.35","1528.27"
"62","2010","20","Telangana","Karimnagar","10.75","15.64","1454.88"
"62","2011","20","Telangana","Karimnagar","7.92","12.75","1609.85"
"62","2012","20","Telangana","Karimnagar","9.34","14.1","1509.64"
"62","2013","20","Telangana","Karimnagar","11.02","16.62","1508.17"
"62","2014","20","Telangana","Karimnagar","6.97","14.39","2064.56"
"62","2015","20","Telangana","Karimnagar","5.79","8.45","1459.41"
"62","2016","20","Telangana","Karimnagar","4.52","9.79","2166.7"
"62","2017","20","Telangana","Karimnagar","3.23","5.2","1612.06"
"63","2008","20","Telangana","Adilabad","5.96","7.5","1258.39"
"63","2009","20","Telangana","Adilabad","2.23","4.13","1852.02"
"63","2010","20","Telangana","Adilabad","1.93","3.72","1927.46"
"63","2011","20","Telangana","Adilabad","1.01","1.6","1584.16"
"63","2012","20","Telangana","Adilabad","1.59","2.89","1817.61"
"63","2013","20","Telangana","Adilabad","1.71","2.92","1707.6"
"63","2014","20","Telangana","Adilabad","0.98","1.88","1918.37"
"63","2015","20","Telangana","Adilabad","1.6","3.56","2225.0"
"63","2016","20","Telangana","Adilabad","2.21","4.56","2067.48"
"63","2017","20","Telangana","Adilabad","1.46","3.26","2236.26"
"64","2008","5","Karnataka","Bangalore","8.66","4.73","546.19"
"64","2009","5","Karnataka","Bangalore","8.2","5.83","710.98"
"64","2010","5","Karnataka","Bangalore","4.93","5.1","1034.48"
"64","2011","5","Karnataka","Bangalore","5.35","4.94","923.36"
"64","2012","5","Karnataka","Bangalore","3.8","2.8","736.84"
"64","2013","5","Karnataka","Bangalore","5.96","7.57","1270.13"
"64","2014","5","Karnataka","Bangalore","4.07","4.61","1132.68"
"64","2015","5","Karnataka","Bangalore","3.56","5.03","1412.92"
"64","2016","5","Karnataka","Bangalore","2.69","2.78","1030.44"
"64","2017","5","Karnataka","Bangalore","1.71","2.01","1177.5"
"65","2008","5","Karnataka","Kolar","58.22","37.89","650.81"
"65","2009","5","Karnataka","Kolar","29.57","17.47","590.8"
"65","2010","5","Karnataka","Kolar","47.85","46.75","977.01"
"65","2011","5","Karnataka","Kolar","40.17","28.65","713.22"
"65","2012","5","Karnataka","Kolar","32.6","17.09","524.23"
"65","2013","5","Karnataka","Kolar","25.53","23.67","927.14"
"65","2014","5","Karnataka","Kolar","31.43","15.15","482.02"
"65","2015","5","Karnataka","Kolar","28.15","22.65","804.62"
"65","2016","5","Karnataka","Kolar","35.42","13.15","371.3"
"65","2017","5","Karnataka","Kolar","24.17","32.64","1350.66"
"66","2008","5","Karnataka","Tumkur","156.64","46.17","294.75"
"66","2009","5","Karnataka","Tumkur","99.77","36.13","362.13"
"66","2010","5","Karnataka","Tumkur","135.02","97.97","725.6"
"66","2011","5","Karnataka","Tumkur","88.55","26.61","300.51"
"66","2012","5","Karnataka","Tumkur","83.98","25.03","298.05"
"66","2013","5","Karnataka","Tumkur","71.87","36.32","505.36"
"66","2014","5","Karnataka","Tumkur","88.01","44.46","505.17"
"66","2015","5","Karnataka","Tumkur","64.89","44.59","687.16"
"66","2016","5","Karnataka","Tumkur","93.25","31.25","335.15"
"66","2017","5","Karnataka","Tumkur","55.3","43.59","788.33"
"67","2008","5","Karnataka","Mysore","20.4","12.49","612.25"
"67","2009","5","Karnataka","Mysore","22.75","13.7","602.2"
"67","2010","5","Karnataka","Mysore","17.69","12.3","695.31"
"67","2011","5","Karnataka","Mysore","23.22","14.4","620.16"
"67","2012","5","Karnataka","Mysore","11.06","5.36","484.63"
"67","2013","5","Karnataka","Mysore","18.09","15.57","860.7"
"67","2014","5","Karnataka","Mysore","15.95","11.18","700.94"
"67","2015","5","Karnataka","Mysore","14.57","11.1","761.84"
"67","2016","5","Karnataka","Mysore","11.78","2.87","243.34"
"67","2017","5","Karnataka","Mysore","8.78","10.27","1170.1"
"68","2008","5","Karnataka","Mandya","1.73","1.15","664.74"
"68","2009","5","Karnataka","Mandya","1.26","1.43","1134.92"
"68","2010","5","Karnataka","Mandya","1.54","1.09","707.79"
"68","2011","5","Karnataka","Mandya","0.49","0.26","530.61"
"68","2012","5","Karnataka","Mandya","1.45","0.77","531.03"
"68","2013","5","Karnataka","Mandya","1.3","1.03","792.31"
"68","2014","5","Karnataka","Mandya","1.18","0.82","694.92"
"68","2015","5","Karnataka","Mandya","1.36","1.12","823.53"
"68","2016","5","Karnataka","Mandya","0.71","0.03","45.01"
"68","2017","5","Karnataka","Mandya","0.55","0.46","845.87"
"69","2008","5","Karnataka","Hassan","0.8","0.67","837.5"
"69","2009","5","Karnataka","Hassan","1.24","0.68","548.39"
"69","2010","5","Karnataka","Hassan","0.99","1.04","1050.51"
