"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)"
"209","2009","12","Uttar Pradesh","Fatehpur","62.42","136.26","2182.95"
"137","2015","3","Gujarat","Surat","104.13","227.2","2181.89"
"605","2014","17","Assam","Kamrup","455.11","992.44","2180.66"
"608","2015","17","Assam","North Cachar Hil / Dima hasao","14.61","31.83","2178.64"
"659","2010","19","Kerala","Kollam","6.33","13.79","2178.52"
"712","2016","8","Orissa","Sambalpur","528.04","1150.15","2178.15"
"147","2014","10","Rajasthan","Chittorgarh","0.88","1.91","2178.02"
"220","2012","12","Uttar Pradesh","Ballia","112.17","244.3","2177.94"
"52","2013","1","Andhra Pradesh","Ananthapur","40.4","87.94","2176.73"
"709","2014","8","Orissa","Mayurbhanja","315.96","687.42","2175.66"
"609","2012","17","Assam","Nagaon","259.56","564.62","2175.3"
"708","2014","8","Orissa","Koraput","449.92","978.68","2175.23"
"915","2012","15","Jharkhand","Palamau","96.26","209.34","2174.74"
"610","2017","17","Assam","Sibsagar","330.49","718.15","2172.97"
"144","2013","10","Rajasthan","Bhilwara","0.29","0.63","2172.41"
"916","2016","15","Jharkhand","Ranchi","550.38","1195.51","2172.16"
"224","2013","12","Uttar Pradesh","Azamgarh","305.06","662.6","2172.03"
"4","2013","14","Chhattisgarh","Bilaspur","726.15","1577.16","2171.95"
"217","2014","12","Uttar Pradesh","Mirzpur","110.56","240.11","2171.76"
"917","2013","15","Jharkhand","Singhbhum","267.06","579.7","2170.67"
"602","2015","17","Assam","Darrang","335.64","727.47","2167.41"
"201","2008","12","Uttar Pradesh","Moradabad","162.96","353.13","2166.97"
"87","2017","11","Tamil Nadu","Coimbatore","90.17","195.35","2166.46"
"194","2011","12","Uttar Pradesh","Aligarh","106.14","229.88","2165.82"
"602","2017","17","Assam","Darrang","325.73","705.38","2165.54"
"219","2015","12","Uttar Pradesh","Ghazipur","154.41","334.3","2165.02"
"133","2013","3","Gujarat","Mehsana","9.06","19.61","2164.91"
"210","2009","12","Uttar Pradesh","Allahabad","166.34","359.95","2163.94"
"701","2017","8","Orissa","Balasore","370.15","800.97","2163.91"
"916","2011","15","Jharkhand","Ranchi","308.08","666.56","2163.59"
"223","2008","12","Uttar Pradesh","Basti","375.06","811.07","2162.51"
"653","2014","19","Kerala","Eranakulam","4.78","10.33","2161.09"
"812","2012","13","West Bengal","Jalpaiguri","228.12","492.88","2160.62"
"652","2009","19","Kerala","Kannur","16.09","34.76","2160.18"
"194","2014","12","Uttar Pradesh","Aligarh","119.89","258.96","2159.98"
"244","2015","16","Uttarakhand","Dehradun","10.25","22.13","2159.02"
"228","2015","12","Uttar Pradesh","Sitapur","160.52","346.41","2158.05"
"96","2008","7","Maharashtra","Thane","140.6","303.4","2157.89"
"103","2016","7","Maharashtra","Pune","53.5","115.4","2157.01"
"25","2016","6","Madhya Pradesh","Datia","17.0","36.66","2156.47"
"656","2010","19","Kerala","Kozhikode","10.16","21.91","2155.16"
"653","2011","19","Kerala","Eranakulam","7.98","17.2","2154.6"
"218","2008","12","Uttar Pradesh","Jaunpur","147.01","316.66","2154.0"
"200","2011","12","Uttar Pradesh","Budaun","94.4","203.28","2153.34"
"219","2014","12","Uttar Pradesh","Ghazipur","136.67","294.26","2153.07"
"222","2010","12","Uttar Pradesh","Deoria","255.54","550.05","2152.5"
"601","2012","17","Assam","Cachar","231.39","497.93","2151.91"
"198","2009","12","Uttar Pradesh","Etah","34.48","74.15","2150.52"
"905","2016","2","Bihar","Purnea","425.09","914.03","2150.19"
"140","2013","10","Rajasthan","Alwar","0.4","0.86","2150.0"
"656","2015","19","Kerala","Kozhikode","8.84","18.98","2147.88"
"224","2012","12","Uttar Pradesh","Azamgarh","295.37","634.34","2147.61"
"605","2016","17","Assam","Kamrup","442.4","949.9","2147.15"
"219","2016","12","Uttar Pradesh","Ghazipur","147.67","317.05","2147.0"
"87","2009","11","Tamil Nadu","Coimbatore","104.1","223.42","2146.21"
"154","2013","10","Rajasthan","Jhalawar","2.06","4.42","2145.63"
"221","2009","12","Uttar Pradesh","Gorakhpur","321.57","689.91","2145.44"
"221","2008","12","Uttar Pradesh","Gorakhpur","318.67","683.54","2144.98"
"195","2009","12","Uttar Pradesh","Mathura","45.46","97.43","2143.2"
"817","2014","13","West Bengal","Purulia","279.72","599.42","2142.93"
"136","2010","3","Gujarat","Sabarkantha","5.6","12.0","2142.86"
"609","2014","17","Assam","Nagaon","291.65","624.8","2142.29"
"601","2010","17","Assam","Cachar","226.24","484.37","2140.96"
"200","2016","12","Uttar Pradesh","Budaun","84.13","179.89","2138.13"
"202","2010","12","Uttar Pradesh","Shahjahanpur","201.47","430.75","2138.04"
"910","2011","15","Jharkhand","Santhal Paragana / Dumka","201.41","430.52","2137.53"
"712","2013","8","Orissa","Sambalpur","580.29","1240.17","2137.16"
"652","2008","19","Kerala","Kannur","17.12","36.59","2136.62"
"653","2015","19","Kerala","Eranakulam","6.13","13.09","2136.1"
"219","2013","12","Uttar Pradesh","Ghazipur","148.9","318.04","2135.93"
"602","2014","17","Assam","Darrang","336.82","719.26","2135.44"
"913","2016","15","Jharkhand","Hazaribagh","182.11","388.81","2135.06"
"147","2013","10","Rajasthan","Chittorgarh","0.69","1.48","2133.93"
"200","2017","12","Uttar Pradesh","Budaun","88.35","188.48","2133.41"
"223","2014","12","Uttar Pradesh","Basti","365.71","779.56","2131.63"
"195","2010","12","Uttar Pradesh","Mathura","42.27","90.07","2130.83"
"244","2013","16","Uttarakhand","Dehradun","10.11","21.54","2130.56"
"226","2013","12","Uttar Pradesh","Unnao","102.46","218.23","2129.9"
"914","2017","15","Jharkhand","Dhanbad","53.28","113.46","2129.71"
"230","2010","12","Uttar Pradesh","Kheri","188.22","400.8","2129.42"
"2","2014","14","Chhattisgarh","Bastar","646.7","1377.04","2129.33"
"9","2011","6","Madhya Pradesh","Chhindwara","20.2","43.0","2128.71"
"44","2009","1","Andhra Pradesh","Srikakulam","233.89","497.78","2128.29"
"225","2008","12","Uttar Pradesh","Lucknow","52.48","111.68","2128.05"
"711","2014","8","Orissa","Puri","325.46","692.52","2127.82"
"235","2009","12","Uttar Pradesh","Pratapgarh","96.66","205.45","2125.49"
"198","2010","12","Uttar Pradesh","Etah","35.85","76.18","2124.97"
"605","2015","17","Assam","Kamrup","445.0","945.56","2124.85"
"182","2016","4","Haryana","Mahendragarh / Narnaul","10.24","21.75","2124.65"
"610","2009","17","Assam","Sibsagar","305.4","648.81","2124.46"
"194","2008","12","Uttar Pradesh","Aligarh","72.73","154.38","2122.65"
"605","2013","17","Assam","Kamrup","461.88","979.23","2120.1"
"227","2014","12","Uttar Pradesh","Rae-Bareily","146.52","310.62","2119.94"
"136","2013","3","Gujarat","Sabarkantha","1.68","3.56","2119.05"
"99","2017","7","Maharashtra","Nasik","72.5","153.6","2118.62"
"227","2010","12","Uttar Pradesh","Rae-Bareily","134.94","285.87","2118.4"
"217","2011","12","Uttar Pradesh","Mirzpur","125.91","266.41","2115.88"
"244","2011","16","Uttarakhand","Dehradun","10.91","23.08","2115.49"
"38","2017","6","Madhya Pradesh","Raisen","112.0","236.84","2114.64"
"210","2014","12","Uttar Pradesh","Allahabad","192.64","407.27","2114.15"
"813","2008","13","West Bengal","Darjeeling","32.5","68.7","2113.85"
"657","2008","19","Kerala","Malappuram","11.01","23.27","2113.53"
"21","2016","6","Madhya Pradesh","Shahdol","276.0","583.32","2113.48"
"610","2015","17","Assam","Sibsagar","315.03","665.27","2111.77"
"75","2013","5","Karnataka","Belgaum","58.67","123.84","2110.79"
"74","2013","5","Karnataka","Dharwad","73.73","155.57","2110.0"
"608","2016","17","Assam","North Cachar Hil / Dima hasao","15.03","31.7","2108.61"
"209","2010","12","Uttar Pradesh","Fatehpur","71.47","150.61","2107.32"
"226","2008","12","Uttar Pradesh","Unnao","95.99","202.24","2106.89"
"626","2012","18","Himachal Pradesh","Bilashpur","1.5","3.16","2106.67"
"710","2014","8","Orissa","Phulbani ( Kandhamal )","105.24","221.6","2105.66"
"702","2010","8","Orissa","Bolangir","340.57","717.03","2105.38"
"244","2017","16","Uttarakhand","Dehradun","9.29","19.56","2105.25"
"813","2014","13","West Bengal","Darjeeling","32.56","68.54","2105.04"
"811","2011","13","West Bengal","Howrah","107.05","225.33","2104.9"
"44","2008","1","Andhra Pradesh","Srikakulam","271.17","570.58","2104.12"
"915","2016","15","Jharkhand","Palamau","99.93","210.26","2104.1"
"2","2012","14","Chhattisgarh","Bastar","637.8","1341.33","2103.06"
"610","2014","17","Assam","Sibsagar","313.37","658.9","2102.63"
"221","2010","12","Uttar Pradesh","Gorakhpur","319.9","672.53","2102.31"
"219","2010","12","Uttar Pradesh","Ghazipur","149.9","315.09","2102.0"
"231","2015","12","Uttar Pradesh","Faizabad","205.4","431.45","2100.54"
"96","2009","7","Maharashtra","Thane","138.6","290.76","2097.84"
"706","2016","8","Orissa","Kalahandi","318.39","667.81","2097.46"
"707","2017","8","Orissa","Keonjhar","188.36","395.04","2097.26"
"226","2017","12","Uttar Pradesh","Unnao","94.99","199.19","2097.0"
"901","2012","2","Bihar","Champaran","421.99","884.17","2095.24"
"229","2008","12","Uttar Pradesh","Hardoi","166.73","348.96","2092.96"
"70","2016","5","Karnataka","Shimoge","104.44","218.6","2092.95"
"812","2011","13","West Bengal","Jalpaiguri","224.62","469.65","2090.86"
"626","2017","18","Himachal Pradesh","Bilashpur","1.43","2.98","2090.34"
"626","2008","18","Himachal Pradesh","Bilashpur","1.56","3.26","2089.74"
"186","2009","4","Haryana","Rohtak","151.57","316.65","2089.09"
"233","2011","12","Uttar Pradesh","Bahraich","235.19","491.18","2088.44"
"218","2010","12","Uttar Pradesh","Jaunpur","144.03","300.61","2087.13"
"906","2014","2","Bihar","Saran","249.96","521.42","2086.01"
"1","2016","14","Chhattisgarh","Durg","858.91","1791.66","2085.96"
"708","2012","8","Orissa","Koraput","417.65","871.13","2085.79"
"137","2008","3","Gujarat","Surat","94.5","197.1","2085.71"
"227","2015","12","Uttar Pradesh","Rae-Bareily","156.59","326.51","2085.17"
"813","2012","13","West Bengal","Darjeeling","32.42","67.56","2083.9"
"902","2011","2","Bihar","Muzaffarpur","313.51","651.88","2079.3"
"4","2011","14","Chhattisgarh","Bilaspur","749.08","1557.35","2079.01"
"916","2014","15","Jharkhand","Ranchi","316.66","658.31","2078.92"
"626","2016","18","Himachal Pradesh","Bilashpur","1.41","2.94","2078.5"
"915","2017","15","Jharkhand","Palamau","121.89","253.28","2077.92"
"602","2012","17","Assam","Darrang","332.25","690.2","2077.35"
"626","2015","18","Himachal Pradesh","Bilashpur","1.43","2.97","2076.92"
"626","2013","18","Himachal Pradesh","Bilashpur","1.46","3.03","2075.34"
"201","2011","12","Uttar Pradesh","Moradabad","141.48","293.56","2074.95"
"133","2008","3","Gujarat","Mehsana","11.15","23.13","2074.72"
"602","2016","17","Assam","Darrang","328.99","682.28","2073.87"
"626","2011","18","Himachal Pradesh","Bilashpur","1.5","3.11","2073.33"
"626","2010","18","Himachal Pradesh","Bilashpur","1.51","3.13","2072.85"
"91","2016","11","Tamil Nadu","Ramananthapuram","215.67","446.92","2072.3"
"200","2014","12","Uttar Pradesh","Budaun","94.6","196.03","2072.08"
"233","2008","12","Uttar Pradesh","Bahraich","229.59","475.7","2071.95"
"223","2009","12","Uttar Pradesh","Basti","374.35","775.59","2071.83"
"603","2010","17","Assam","Dibrugarh","140.73","291.54","2071.63"
"222","2014","12","Uttar Pradesh","Deoria","251.34","520.68","2071.62"
"604","2015","17","Assam","Goalpara","356.18","737.67","2071.04"
"105","2008","7","Maharashtra","Sangli","18.7","38.7","2069.52"
"610","2008","17","Assam","Sibsagar","273.3","565.59","2069.48"
"910","2017","15","Jharkhand","Santhal Paragana / Dumka","351.0","726.35","2069.39"
"244","2008","16","Uttarakhand","Dehradun","11.62","24.01","2066.27"
"199","2015","12","Uttar Pradesh","Bareilly","158.63","327.41","2063.99"
"610","2011","17","Assam","Sibsagar","297.88","613.36","2059.08"
"199","2014","12","Uttar Pradesh","Bareilly","163.95","337.57","2058.98"
"901","2011","2","Bihar","Champaran","437.79","901.33","2058.82"
"19","2012","6","Madhya Pradesh","Sidhi","115.75","238.24","2058.23"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","136.55","281.01","2057.93"
"220","2014","12","Uttar Pradesh","Ballia","122.46","251.91","2057.08"
"3","2014","14","Chhattisgarh","Raipur","1034.99","2127.73","2055.8"
"233","2009","12","Uttar Pradesh","Bahraich","230.87","474.45","2055.05"
"43","2012","6","Madhya Pradesh","Hoshangabad","30.05","61.74","2054.58"
"244","2012","16","Uttarakhand","Dehradun","11.05","22.7","2054.3"
"131","2008","3","Gujarat","Kheda","193.8","398.1","2054.18"
"901","2014","2","Bihar","Champaran","423.39","869.69","2054.11"
"222","2016","12","Uttar Pradesh","Deoria","260.11","533.78","2052.11"
"236","2008","12","Uttar Pradesh","Barabanki","170.33","349.52","2052.02"
"81","2011","5","Karnataka","Uttara Kannada","75.75","155.4","2051.49"
"225","2012","12","Uttar Pradesh","Lucknow","51.14","104.83","2049.86"
"45","2014","1","Andhra Pradesh","Visakhapatnam","167.72","343.73","2049.37"
"19","2017","6","Madhya Pradesh","Sidhi","113.95","233.5","2049.14"
"609","2009","17","Assam","Nagaon","260.81","534.14","2048.0"
"816","2009","13","West Bengal","Cooch Behar","274.0","561.0","2047.45"
"610","2016","17","Assam","Sibsagar","320.47","656.05","2047.11"
"209","2015","12","Uttar Pradesh","Fatehpur","81.95","167.75","2046.98"
"63","2009","20","Telangana","Adilabad","48.12","98.5","2046.97"
"223","2015","12","Uttar Pradesh","Basti","362.07","741.14","2046.95"
"79","2010","5","Karnataka","Gulbarga / Kalaburagi","100.31","205.31","2046.76"
"901","2016","2","Bihar","Champaran","417.65","854.79","2046.69"
"605","2012","17","Assam","Kamrup","453.14","927.06","2045.86"
"25","2012","6","Madhya Pradesh","Datia","8.08","16.53","2045.79"
"229","2010","12","Uttar Pradesh","Hardoi","141.17","288.7","2045.05"
"701","2015","8","Orissa","Balasore","383.52","783.5","2042.92"
"189","2010","12","Uttar Pradesh","Saharanpur","73.61","150.25","2041.16"
"45","2010","1","Andhra Pradesh","Visakhapatnam","184.32","376.1","2040.45"
"69","2016","5","Karnataka","Hassan","26.1","53.23","2039.43"
"65","2009","5","Karnataka","Kolar","10.46","21.33","2039.2"
"234","2015","12","Uttar Pradesh","Sultanpur","151.91","309.77","2039.13"
"712","2008","8","Orissa","Sambalpur","555.67","1131.5","2036.28"
"244","2016","16","Uttarakhand","Dehradun","10.19","20.74","2036.13"
"910","2008","15","Jharkhand","Santhal Paragana / Dumka","262.78","534.89","2035.5"
"604","2012","17","Assam","Goalpara","378.9","771.09","2035.09"
"914","2008","15","Jharkhand","Dhanbad","34.41","69.93","2032.34"
"9","2013","6","Madhya Pradesh","Chhindwara","13.81","28.05","2031.14"
"133","2017","3","Gujarat","Mehsana","12.08","24.52","2030.04"
"96","2010","7","Maharashtra","Thane","138.3","280.58","2028.78"
"99","2016","7","Maharashtra","Nasik","71.9","145.8","2027.82"
"140","2010","10","Rajasthan","Alwar","0.38","0.77","2026.32"
"225","2015","12","Uttar Pradesh","Lucknow","52.94","107.27","2026.26"
"225","2013","12","Uttar Pradesh","Lucknow","52.16","105.67","2025.88"
"105","2014","7","Maharashtra","Sangli","15.5","31.4","2025.81"
"144","2010","10","Rajasthan","Bhilwara","0.39","0.79","2025.64"
"916","2013","15","Jharkhand","Ranchi","353.05","714.66","2024.25"
"709","2017","8","Orissa","Mayurbhanja","324.09","655.66","2023.08"
"154","2015","10","Rajasthan","Jhalawar","3.26","6.59","2021.47"
"916","2017","15","Jharkhand","Ranchi","556.33","1124.5","2021.3"
"81","2012","5","Karnataka","Uttara Kannada","74.28","150.07","2020.33"
"605","2010","17","Assam","Kamrup","491.76","993.12","2019.52"
"147","2010","10","Rajasthan","Chittorgarh","1.28","2.57","2018.19"
"143","2010","10","Rajasthan","Bharatpur","2.22","4.48","2018.02"
"233","2010","12","Uttar Pradesh","Bahraich","235.85","475.82","2017.47"
"91","2017","11","Tamil Nadu","Ramananthapuram","217.34","438.45","2017.36"
"79","2015","5","Karnataka","Gulbarga / Kalaburagi","53.56","108.01","2016.62"
"653","2008","19","Kerala","Eranakulam","13.39","27.01","2016.43"
"147","2015","10","Rajasthan","Chittorgarh","1.26","2.54","2015.79"
"45","2013","1","Andhra Pradesh","Visakhapatnam","163.79","330.13","2015.54"
"601","2013","17","Assam","Cachar","220.66","444.13","2012.73"
"608","2013","17","Assam","North Cachar Hil / Dima hasao","15.82","31.84","2012.64"
"905","2011","2","Bihar","Purnea","419.45","844.03","2012.23"
"121","2012","3","Gujarat","Ahmedabad","114.57","230.48","2011.77"
"43","2011","6","Madhya Pradesh","Hoshangabad","26.0","52.3","2011.54"
"200","2009","12","Uttar Pradesh","Budaun","68.67","138.03","2010.05"
"235","2010","12","Uttar Pradesh","Pratapgarh","97.44","195.82","2009.65"
"225","2011","12","Uttar Pradesh","Lucknow","51.58","103.6","2008.53"
"604","2010","17","Assam","Goalpara","380.68","763.77","2006.35"
"913","2017","15","Jharkhand","Hazaribagh","266.02","533.69","2006.23"
"143","2013","10","Rajasthan","Bharatpur","2.36","4.73","2004.24"
"601","2016","17","Assam","Cachar","232.73","466.41","2004.13"
"35","2014","6","Madhya Pradesh","Khargone / West Nimar","2.0","4.0","2000.0"
"108","2010","7","Maharashtra","Aurangabad","0.01","0.02","2000.0"
"138","2012","3","Gujarat","Surendranagar","0.2","0.4","2000.0"
"139","2010","10","Rajasthan","Ajmer","0.01","0.02","2000.0"
"139","2011","10","Rajasthan","Ajmer","0.01","0.02","2000.0"
"139","2014","10","Rajasthan","Ajmer","0.01","0.02","2000.0"
"140","2015","10","Rajasthan","Alwar","0.29","0.58","2000.0"
"144","2015","10","Rajasthan","Bhilwara","0.57","1.14","2000.0"
"145","2010","10","Rajasthan","Bikaner","0.04","0.08","2000.0"
"145","2011","10","Rajasthan","Bikaner","0.03","0.06","2000.0"
"145","2013","10","Rajasthan","Bikaner","0.02","0.04","2000.0"
"145","2014","10","Rajasthan","Bikaner","0.04","0.08","2000.0"
"163","2016","10","Rajasthan","Tonk","0.0","0.0","2000.0"
"630","2013","18","Himachal Pradesh","Kinnaur","0.01","0.02","2000.0"
"630","2014","18","Himachal Pradesh","Kinnaur","0.01","0.02","2000.0"
"630","2015","18","Himachal Pradesh","Kinnaur","0.01","0.02","2000.0"
"653","2010","19","Kerala","Eranakulam","9.38","18.77","2000.0"
"908","2008","2","Bihar","Mungair","252.21","503.07","1994.65"
"220","2008","12","Uttar Pradesh","Ballia","115.77","230.73","1993.0"
"133","2011","3","Gujarat","Mehsana","9.01","17.94","1991.67"
"705","2009","8","Orissa","Ganjam","311.55","620.4","1991.33"
"224","2010","12","Uttar Pradesh","Azamgarh","299.36","596.0","1990.91"
"708","2010","8","Orissa","Koraput","439.01","873.99","1990.82"
"905","2015","2","Bihar","Purnea","390.64","776.83","1988.61"
"3","2012","14","Chhattisgarh","Raipur","993.68","1974.69","1987.25"
"224","2008","12","Uttar Pradesh","Azamgarh","313.68","622.88","1985.72"
"902","2014","2","Bihar","Muzaffarpur","306.03","607.61","1985.46"
"75","2010","5","Karnataka","Belgaum","68.47","135.88","1984.52"
"609","2010","17","Assam","Nagaon","274.15","543.86","1983.8"
"119","2012","7","Maharashtra","Bhandara","370.7","734.97","1982.65"
"194","2010","12","Uttar Pradesh","Aligarh","81.9","162.33","1982.05"
"220","2009","12","Uttar Pradesh","Ballia","111.06","220.12","1981.99"
"79","2013","5","Karnataka","Gulbarga / Kalaburagi","74.68","147.94","1980.99"
"230","2009","12","Uttar Pradesh","Kheri","185.14","366.58","1980.02"
"606","2009","17","Assam","Karbi Anglong","126.39","250.02","1978.16"
"146","2012","10","Rajasthan","Bundi","19.31","38.18","1977.21"
"908","2011","2","Bihar","Mungair","176.23","348.38","1976.85"
"653","2009","19","Kerala","Eranakulam","11.26","22.25","1976.55"
"228","2010","12","Uttar Pradesh","Sitapur","159.03","314.28","1976.23"
"81","2017","5","Karnataka","Uttara Kannada","62.87","124.24","1976.12"
"218","2009","12","Uttar Pradesh","Jaunpur","140.84","278.3","1976.0"
"37","2017","6","Madhya Pradesh","Sehore","36.45","71.99","1975.03"
"204","2008","12","Uttar Pradesh","Rampur","144.2","284.65","1973.99"
"53","2008","1","Andhra Pradesh","Kadapa YSR","65.07","128.44","1973.87"
"626","2009","18","Himachal Pradesh","Bilashpur","1.52","3.0","1973.68"
"128","2015","3","Gujarat","Dangs","21.11","41.66","1973.47"
"2","2016","14","Chhattisgarh","Bastar","656.26","1294.97","1973.24"
"44","2011","1","Andhra Pradesh","Srikakulam","272.7","537.7","1971.75"
"186","2010","4","Haryana","Rohtak","164.35","324.04","1971.63"
"601","2015","17","Assam","Cachar","229.66","452.79","1971.57"
"703","2014","8","Orissa","Cuttack","461.62","910.11","1971.56"
"811","2015","13","West Bengal","Howrah","112.82","222.22","1969.69"
"2","2013","14","Chhattisgarh","Bastar","642.79","1265.91","1969.4"
"242","2017","16","Uttarakhand","Tehri Garhwal","10.41","20.49","1966.97"
"232","2014","12","Uttar Pradesh","Gonda","242.56","476.73","1965.41"
"103","2015","7","Maharashtra","Pune","54.6","107.3","1965.2"
"229","2014","12","Uttar Pradesh","Hardoi","142.23","279.49","1965.06"
"904","2008","2","Bihar","Saharsa","138.17","271.45","1964.61"
"232","2009","12","Uttar Pradesh","Gonda","224.63","441.09","1963.63"
"81","2016","5","Karnataka","Uttara Kannada","66.67","130.86","1962.86"
"226","2012","12","Uttar Pradesh","Unnao","98.28","192.83","1962.05"
"221","2015","12","Uttar Pradesh","Gorakhpur","320.34","628.4","1961.67"
"45","2008","1","Andhra Pradesh","Visakhapatnam","167.39","328.35","1961.56"
"915","2011","15","Jharkhand","Palamau","69.97","137.2","1960.84"
"917","2012","15","Jharkhand","Singhbhum","263.85","517.22","1960.28"
"143","2012","10","Rajasthan","Bharatpur","1.49","2.92","1959.73"
"712","2011","8","Orissa","Sambalpur","518.7","1016.49","1959.69"
"215","2017","12","Uttar Pradesh","Banda","60.72","118.86","1957.57"
"916","2012","15","Jharkhand","Ranchi","342.83","670.11","1954.64"
"903","2016","2","Bihar","Darbhanga","373.9","730.2","1952.94"
"713","2013","8","Orissa","Sundargarh","211.03","411.87","1951.71"
"244","2010","16","Uttarakhand","Dehradun","11.19","21.83","1950.85"
"607","2012","17","Assam","Lakhimpur","225.3","439.02","1948.6"
"214","2017","12","Uttar Pradesh","Hamirpur","0.08","0.15","1948.05"
"225","2016","12","Uttar Pradesh","Lucknow","63.8","124.29","1948.0"
"213","2010","12","Uttar Pradesh","Jalaun","0.57","1.11","1947.37"
"209","2014","12","Uttar Pradesh","Fatehpur","80.7","157.05","1946.1"
"701","2011","8","Orissa","Balasore","409.65","796.09","1943.34"
"118","2016","7","Maharashtra","Nagpur","87.7","170.4","1942.99"
"211","2010","12","Uttar Pradesh","Jhansi","8.13","15.79","1942.19"
"226","2016","12","Uttar Pradesh","Unnao","99.89","193.98","1942.0"
"232","2015","12","Uttar Pradesh","Gonda","232.82","452.05","1941.63"
"12","2016","6","Madhya Pradesh","Mandla","227.0","440.66","1941.23"
"75","2011","5","Karnataka","Belgaum","68.31","132.5","1939.69"
"602","2013","17","Assam","Darrang","326.36","632.91","1939.3"
"910","2012","15","Jharkhand","Santhal Paragana / Dumka","228.54","443.0","1938.39"
"20","2014","6","Madhya Pradesh","Satna","104.0","201.33","1935.87"
"904","2015","2","Bihar","Saharsa","178.44","345.27","1934.94"
"81","2009","5","Karnataka","Uttara Kannada","80.27","155.25","1934.1"
"87","2013","11","Tamil Nadu","Coimbatore","78.57","151.73","1931.27"
"7","2013","6","Madhya Pradesh","Jabalpur","188.69","364.36","1931.0"
"105","2012","7","Maharashtra","Sangli","17.5","33.74","1928.0"
"910","2014","15","Jharkhand","Santhal Paragana / Dumka","234.67","452.21","1927.0"
"244","2014","16","Uttarakhand","Dehradun","9.18","17.67","1924.84"
"701","2012","8","Orissa","Balasore","374.12","719.82","1924.04"
"602","2010","17","Assam","Darrang","348.39","670.09","1923.39"
"204","2010","12","Uttar Pradesh","Rampur","144.8","278.28","1921.82"
"200","2015","12","Uttar Pradesh","Budaun","79.57","152.86","1920.98"
"105","2015","7","Maharashtra","Sangli","22.6","43.4","1920.35"
"27","2017","6","Madhya Pradesh","Bhind","3.0","5.76","1920.0"
"606","2017","17","Assam","Karbi Anglong","132.87","255.01","1919.27"
"701","2014","8","Orissa","Balasore","382.85","734.41","1918.27"
"160","2008","10","Rajasthan","Swami Madhopur","2.51","4.81","1916.33"
"44","2013","1","Andhra Pradesh","Srikakulam","261.53","500.73","1914.64"
"917","2011","15","Jharkhand","Singhbhum","253.68","485.46","1913.67"
"220","2010","12","Uttar Pradesh","Ballia","115.98","221.93","1913.52"
"812","2009","13","West Bengal","Jalpaiguri","227.5","435.3","1913.41"
"225","2010","12","Uttar Pradesh","Lucknow","51.54","98.59","1912.88"
"244","2009","16","Uttarakhand","Dehradun","10.74","20.52","1910.61"
"906","2011","2","Bihar","Saran","271.39","518.01","1908.73"
"224","2014","12","Uttar Pradesh","Azamgarh","293.74","560.61","1908.52"
"81","2010","5","Karnataka","Uttara Kannada","79.02","150.72","1907.37"
"233","2015","12","Uttar Pradesh","Bahraich","240.68","458.91","1906.72"
"2","2010","14","Chhattisgarh","Bastar","621.89","1184.98","1905.45"
"79","2011","5","Karnataka","Gulbarga / Kalaburagi","73.06","139.12","1904.19"
"210","2015","12","Uttar Pradesh","Allahabad","192.54","366.11","1901.47"
"1","2012","14","Chhattisgarh","Durg","807.07","1534.22","1900.97"
"30","2017","6","Madhya Pradesh","Ujjain","0.2","0.38","1900.0"
"21","2014","6","Madhya Pradesh","Shahdol","269.0","510.67","1898.4"
"200","2012","12","Uttar Pradesh","Budaun","63.44","119.9","1889.91"
"4","2010","14","Chhattisgarh","Bilaspur","705.67","1333.61","1889.83"
"703","2009","8","Orissa","Cuttack","510.24","964.19","1889.68"
"118","2017","7","Maharashtra","Nagpur","97.28","183.6","1887.43"
"603","2015","17","Assam","Dibrugarh","142.05","268.08","1887.22"
"75","2016","5","Karnataka","Belgaum","65.59","123.76","1886.84"
"21","2013","6","Madhya Pradesh","Shahdol","257.18","484.88","1885.37"
"200","2010","12","Uttar Pradesh","Budaun","76.87","144.91","1885.13"
"709","2011","8","Orissa","Mayurbhanja","299.21","563.67","1883.86"
"147","2011","10","Rajasthan","Chittorgarh","0.91","1.71","1882.79"
"606","2010","17","Assam","Karbi Anglong","126.1","237.35","1882.24"
"603","2017","17","Assam","Dibrugarh","141.46","266.26","1882.21"
"603","2012","17","Assam","Dibrugarh","136.65","256.98","1880.57"
"609","2011","17","Assam","Nagaon","282.09","530.2","1879.54"
"133","2016","3","Gujarat","Mehsana","8.49","15.96","1879.08"
"211","2012","12","Uttar Pradesh","Jhansi","11.36","21.32","1876.76"
"146","2010","10","Rajasthan","Bundi","22.9","42.97","1876.42"
"105","2009","7","Maharashtra","Sangli","18.7","35.07","1875.4"
"216","2009","12","Uttar Pradesh","Varanasi","164.27","308.05","1875.27"
"14","2016","6","Madhya Pradesh","Damoh","80.0","150.0","1875.0"
"241","2012","16","Uttarakhand","Uttar Kashi","9.92","18.6","1875.0"
"45","2012","1","Andhra Pradesh","Visakhapatnam","166.65","312.24","1873.71"
"607","2014","17","Assam","Lakhimpur","209.71","392.43","1871.3"
"703","2015","8","Orissa","Cuttack","431.39","806.7","1870.0"
"605","2011","17","Assam","Kamrup","488.48","913.45","1869.98"
